,names,genders,meanings,religion,image
16752,rajat,Boy ,"Silver,Courage",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajat_name_meaning_origin.jpg.webp
16753,rajatanabhi,Boy ,Very rich. lord vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajatanabhi_name_meaning_origin.jpg.webp
16754,rajatshubhra,Boy ,White as silver,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajatshubhra_name_meaning_origin.jpg.webp
16755,rajdeep,Boy ,Best Of Kings,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajdeep_name_meaning_origin.jpg.webp
16756,rajeesh,Boy ,Ruler of Kings; Emperor;,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajeesh_name_meaning_origin.jpg.webp
16757,"rajeev,rajiv",Boy ,"Lotus ,A Blue Lotus",Hindu,"https://www.momjunction.com/wp-content/uploads/baby-names/rajeev,rajiv_name_meaning_origin.jpg.webp"
16758,rajeevalochan,Boy ,Who has blue lotus eyes,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajeevalochan_name_meaning_origin.jpg.webp
16759,rajendra,Boy ,"Emperor, King Of Kings,King Of Gods; Lord Indra",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajendra_name_meaning_origin.jpg.webp
16760,rajendra kumar,Boy ,The king,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajendra kumar_name_meaning_origin.jpg.webp
16761,rajendra mohan,Boy ,king,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajendra mohan_name_meaning_origin.jpg.webp
16762,rajesh,Boy ,"God Of Kings, Emperor",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajesh_name_meaning_origin.jpg.webp
16763,rajeshwar,Boy ,Lord of Kings,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajeshwar_name_meaning_origin.jpg.webp
16764,rajhans,Boy ,Celestial swan,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajhans_name_meaning_origin.jpg.webp
16765,rajinipati,Boy ,One who is appearing brilliant and radiant like the moon light,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajinipati_name_meaning_origin.jpg.webp
16766,rajit,Boy ,Brilliant,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajit_name_meaning_origin.jpg.webp
16767,rajiv,Boy ,Lotus Flower,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajiv_name_meaning_origin.jpg.webp
16768,rajkumar,Boy ,Prince,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajkumar_name_meaning_origin.jpg.webp
16769,rajnish,Boy ,Moon,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajnish_name_meaning_origin.jpg.webp
16770,rajrishi,Boy ,King's sage,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajrishi_name_meaning_origin.jpg.webp
16771,raju,Boy ,Prosperity,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raju_name_meaning_origin.jpg.webp
16772,rajvardhan,Boy ,Super king,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajvardhan_name_meaning_origin.jpg.webp
16773,rajveer,Boy ,"The hero of the kingdom, the warrior",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajveer_name_meaning_origin.jpg.webp
16774,rajyashree,Boy ,Propriety of a king,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rajyashree_name_meaning_origin.jpg.webp
16775,rakesh,Boy ,Lord Of The Night ( Moon ),Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rakesh_name_meaning_origin.jpg.webp
16776,rakesh kumar,Boy ,Young ruler of the full moon day,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rakesh kumar_name_meaning_origin.jpg.webp
16777,rakshan,Boy ,Lord Vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rakshan_name_meaning_origin.jpg.webp
16778,rakshit,Boy ,Guarded; Secure; Saved,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rakshit_name_meaning_origin.jpg.webp
16779,raktakamal,Boy ,A Red Lotus,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raktakamal_name_meaning_origin.jpg.webp
16780,ram,Boy ,"Lord Rama, Charming",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ram_name_meaning_origin.jpg.webp
16781,ram prasad,Boy ,Offering of Lord Rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ram prasad_name_meaning_origin.jpg.webp
16782,ramachandra,Boy ,Rama moon,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramachandra_name_meaning_origin.jpg.webp
16783,ramacharan,Boy ,Feet of Lord Rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramacharan_name_meaning_origin.jpg.webp
16784,ramadeep,Boy ,Lord Rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramadeep_name_meaning_origin.jpg.webp
16785,ramadut,Boy ,Lord Hanuman,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramadut_name_meaning_origin.jpg.webp
16786,ramakant,Boy ,Husband Of Rama (I.E. Lord Vishnu),Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramakant_name_meaning_origin.jpg.webp
16787,ramakrishna,Boy ,Rama & Krishna,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramakrishna_name_meaning_origin.jpg.webp
16788,raman,Boy ,"Pleasing, Beloved, Kamdev",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raman_name_meaning_origin.jpg.webp
16789,ramanjit,Boy ,,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramanjit_name_meaning_origin.jpg.webp
16790,ramanuj,Boy ,Lord Krishna; Lord Laxman,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramanuj_name_meaning_origin.jpg.webp
16791,ramanuja,Boy ,Born After Lord Rama I.E. Lakshman,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramanuja_name_meaning_origin.jpg.webp
16792,ramavatar,Boy ,Reincarnation of lord rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramavatar_name_meaning_origin.jpg.webp
16793,ramdas,Boy ,"Devotee (A Servant) Of Rama, Hanuman",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramdas_name_meaning_origin.jpg.webp
16794,ramesh,Boy ,God Of Rama (I.E. Lord Vishnu),Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramesh_name_meaning_origin.jpg.webp
16795,rameshwar,Boy ,Lord of raama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rameshwar_name_meaning_origin.jpg.webp
16796,ramit,Boy ,,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramit_name_meaning_origin.jpg.webp
16797,ramkishore,Boy ,Lord rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramkishore_name_meaning_origin.jpg.webp
16798,ramkrishna,Boy ,"Lord rama, krishna",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramkrishna_name_meaning_origin.jpg.webp
16799,ramkumar,Boy ,Lord rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramkumar_name_meaning_origin.jpg.webp
16800,rammohan,Boy ,Rama is the lord,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rammohan_name_meaning_origin.jpg.webp
16801,ramnath,Boy ,Rama is the lord,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramnath_name_meaning_origin.jpg.webp
16802,ramoji,Boy ,Lord rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramoji_name_meaning_origin.jpg.webp
16803,rampradap,Boy ,Lord rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rampradap_name_meaning_origin.jpg.webp
16804,ramprasad,Boy ,Lord rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramprasad_name_meaning_origin.jpg.webp
16805,ramra,Boy ,Splendour,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramra_name_meaning_origin.jpg.webp
16806,ramratan,Boy ,Lord Rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramratan_name_meaning_origin.jpg.webp
16807,ramswaroop,Boy ,Lord Rama,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramswaroop_name_meaning_origin.jpg.webp
16808,ramu,Boy ,Lord sriram,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ramu_name_meaning_origin.jpg.webp
16809,rana,Boy ,Joy; Jewel; To Gaze; Look,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rana_name_meaning_origin.jpg.webp
16810,ranadeva,Boy ,Lord of battles,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranadeva_name_meaning_origin.jpg.webp
16811,ranadhira,Boy ,Patient In Battle,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranadhira_name_meaning_origin.jpg.webp
16812,ranajay,Boy ,Victorious,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranajay_name_meaning_origin.jpg.webp
16813,ranajith,Boy ,Victorious,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranajith_name_meaning_origin.jpg.webp
16814,ranak,Boy ,King,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranak_name_meaning_origin.jpg.webp
16815,ranbir,Boy ,The brave warrior,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranbir_name_meaning_origin.jpg.webp
16816,ranchodh,Boy ,One who ran away from the battlefield,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranchodh_name_meaning_origin.jpg.webp
16817,randeep,Boy ,The hero of the battle,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/randeep_name_meaning_origin.jpg.webp
16818,randev,Boy ,Lord of battle,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/randev_name_meaning_origin.jpg.webp
16819,randheer,Boy ,One Who Shows Bravery & Boldness In War,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/randheer_name_meaning_origin.jpg.webp
16820,randhir,Boy ,Brave,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/randhir_name_meaning_origin.jpg.webp
16821,ranesh,Boy ,Lord Shiva,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranesh_name_meaning_origin.jpg.webp
16822,rangana,Boy ,"To be coloured, dyed or painted",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rangana_name_meaning_origin.jpg.webp
16823,ranganath,Boy ,Lord Vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranganath_name_meaning_origin.jpg.webp
16824,rangith,Boy ,Well couloured,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rangith_name_meaning_origin.jpg.webp
16825,ranit,Boy ,Song,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranit_name_meaning_origin.jpg.webp
16826,ranjan,Boy ,Pleasing Act,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranjan_name_meaning_origin.jpg.webp
16827,ranjay,Boy ,,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranjay_name_meaning_origin.jpg.webp
16828,ranjeet,Boy ,Victor In Wars,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranjeet_name_meaning_origin.jpg.webp
16829,ranjit,Boy ,Victor,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranjit_name_meaning_origin.jpg.webp
16830,ranjiv,Boy ,Victorious,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranjiv_name_meaning_origin.jpg.webp
16831,rantidev,Boy ,Devotee Of Narayana,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rantidev_name_meaning_origin.jpg.webp
16832,ranveer,Boy ,Hero of the battle,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ranveer_name_meaning_origin.jpg.webp
16833,raoul,Boy ,,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raoul_name_meaning_origin.jpg.webp
16834,rasaraj,Boy ,Mercury,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasaraj_name_meaning_origin.jpg.webp
16835,rasbihari,Boy ,Lord Krishna,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasbihari_name_meaning_origin.jpg.webp
16836,rasesh,Boy ,Lord Krishna,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasesh_name_meaning_origin.jpg.webp
16837,rashmi,Boy ,Sun Rays,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rashmi_name_meaning_origin.jpg.webp
16838,rashmil,Boy ,Silken,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rashmil_name_meaning_origin.jpg.webp
16839,rashmin,Boy ,"Sunlight ,sunrays",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rashmin_name_meaning_origin.jpg.webp
16840,rasik,Boy ,Elegance,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasik_name_meaning_origin.jpg.webp
16841,rasmaru,Boy ,Lord Krishna,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasmaru_name_meaning_origin.jpg.webp
16842,rasraj,Boy ,"King Of Liquids ( Mercury -Element ), Romance ( Shringar Ras)",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasraj_name_meaning_origin.jpg.webp
16843,rasul,Boy ,Angel,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rasul_name_meaning_origin.jpg.webp
16844,ratan,Boy ,Gem,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratan_name_meaning_origin.jpg.webp
16845,ratannabha,Boy ,Lord vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratannabha_name_meaning_origin.jpg.webp
16846,rateesh,Boy ,"God Of Ratee, Husband Of Ratee ( Kamdev)",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rateesh_name_meaning_origin.jpg.webp
16847,rathan,Boy ,Precious stone,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rathan_name_meaning_origin.jpg.webp
16848,ratheesh,Boy ,Prince,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratheesh_name_meaning_origin.jpg.webp
16849,rathik,Boy ,One who rides a chariot,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rathik_name_meaning_origin.jpg.webp
16850,rathin,Boy ,Warrior who fights from a chariot,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rathin_name_meaning_origin.jpg.webp
16851,rathish,Boy ,Husband of Rati,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rathish_name_meaning_origin.jpg.webp
16852,ratinderpal,Boy ,,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratinderpal_name_meaning_origin.jpg.webp
16853,ratish,Boy ,Lord Of Love,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratish_name_meaning_origin.jpg.webp
16854,ratnabhu,Boy ,Lord Vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratnabhu_name_meaning_origin.jpg.webp
16855,ratnadeep,Boy ,Gem of gems,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratnadeep_name_meaning_origin.jpg.webp
16856,ratnakar,Boy ,"Mine Of Jewels, Kuber, Sea",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratnakar_name_meaning_origin.jpg.webp
16857,ratnanidhi,Boy ,Lord Vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratnanidhi_name_meaning_origin.jpg.webp
16858,ratnesh,Boy ,God Of Jewels ( Kuber),Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratnesh_name_meaning_origin.jpg.webp
16859,ratri,Boy ,Night,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratri_name_meaning_origin.jpg.webp
16860,ratul,Boy ,"Sweet,Truth Seeking; Interested",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ratul_name_meaning_origin.jpg.webp
16861,raudra,Boy ,Son Of Shiva - Kartikeya,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raudra_name_meaning_origin.jpg.webp
16862,rauhish,Boy ,Emerald,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rauhish_name_meaning_origin.jpg.webp
16863,raushan,Boy ,Skylight,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raushan_name_meaning_origin.jpg.webp
16864,ravalnath,Boy ,limping god,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravalnath_name_meaning_origin.jpg.webp
16865,ravana,Boy ,The Raksasa King Of Lanka,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravana_name_meaning_origin.jpg.webp
16866,raveendra,Boy ,The sun lord,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raveendra_name_meaning_origin.jpg.webp
16867,raveendranath,Boy ,The sun of lord,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raveendranath_name_meaning_origin.jpg.webp
16868,raven,Boy ,A bird,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/raven_name_meaning_origin.jpg.webp
16869,ravi,Boy ,"Sun, Fire,Benevolent, Sun God",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravi_name_meaning_origin.jpg.webp
16870,ravi kiran,Boy ,Sun ray,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravi kiran_name_meaning_origin.jpg.webp
16871,ravikiran,Boy ,Sun Ray,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravikiran_name_meaning_origin.jpg.webp
16872,ravinandan,Boy ,Son Of Sun ( Karna ),Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravinandan_name_meaning_origin.jpg.webp
16873,ravindar,Boy ,The God of Sun; Knowledge,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravindar_name_meaning_origin.jpg.webp
16874,ravindra,Boy ,Sun,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravindra_name_meaning_origin.jpg.webp
16875,ravindranath,Boy ,Lord Vishnu,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravindranath_name_meaning_origin.jpg.webp
16876,ravinshu,Boy ,Kamdev ( Cupid ),Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravinshu_name_meaning_origin.jpg.webp
16877,ravish/ravit,Boy ,Sun,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravish/ravit_name_meaning_origin.jpg.webp
16878,ravishankar,Boy ,Lord of the Sun,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravishankar_name_meaning_origin.jpg.webp
16879,ravisharan,Boy ,Surrender,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravisharan_name_meaning_origin.jpg.webp
16880,ravishu,Boy ,Cupid,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravishu_name_meaning_origin.jpg.webp
16881,ravit,Boy ,Sun,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravit_name_meaning_origin.jpg.webp
16882,ravy,Boy ,From the sun,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ravy_name_meaning_origin.jpg.webp
16883,ray,Boy ,Beam Of Light,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/ray_name_meaning_origin.jpg.webp
16884,rayan,Boy ,"The name has many origins. The Arabic version means ‘gates of paradise/heaven’. In Sanskrit, the name",Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rayan_name_meaning_origin.jpg.webp
16885,rayirth,Boy ,Lord Brahma,Hindu,https://www.momjunction.com/wp-content/uploads/baby-names/rayirth_name_meaning_origin.jpg.webp
